sentence,cluster,title,cluster_label
"---

Air India crash | Ahmedabad plane crash | Gujarat air crash | Plane Crash | Air India London flight |  Ahmedabad London Flight | Meghani Nagar Gujarat | Ahmedabad airport | Firstpost",6,"Air India Plane Crash LIVE: 265 Dead, Boeing Dreamliner's Black Box Recovered | Palki Sharma | N18G","crash, plane, plane crash, india, ahmedabad"
Ahmedabad Plane Crash; category= news; TV Clip; Air India Crash; Ahmedaba Crash; Ahmedabad Plane Crash.,6,"Ahmedabad Plane Crash News | Air India Flight With 242 Onboard Crashes In Ahmedabad, No Survivors","crash, plane, plane crash, india, ahmedabad"
ahmedabad plane crash; air india plane crash; plane crash news; gujarat plane crash; plane crash in ahmedabad; air india crash ahmedabad; plane crash in ahmedabad live updates; ahmedabad airport plane crash; ahmedabad plane crash news; india plane crash; plane crash in ahmedabad airport; ahmedabad airport plane crash live; plane crash ahmedabad; ahmedabad news; ahmedabad plane crash 2025; india today; air india flight; gujarati news channel live; news18 live; tv9 live.,6,BREAKING LIVE: London-Bound Air India Flight Crashes Near Ahmedabad | London Gatwick Flight News,"crash, plane, plane crash, india, ahmedabad"
air india; flight; plane crash; gatwick; sky news live; breaking; india plane crash; air india crash; gatwick crash; gatwick india plane crash.,6,British national survives Air India plane crash,"crash, plane, plane crash, india, ahmedabad"
ahmedabad plane crash; plane crash in ahmedabad; air india plane crash; plane crash; plane crash news; plane crash ahmedabad; ahmedabad plane crash news; gujarat plane crash; air india crash ahmedabad; ahmedabad airport plane crash; plane crash in ahmedabad airport; ahmedabad plane crash 2025; ahmedabad mein plane crash; ahmedabad gujarat plane crash; ahmedabad plane crash live; plane crash in ahmedabad live updates; air india plane crash in ahmedabad; ahmedabad news.,6,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"crash, plane, plane crash, india, ahmedabad"
air india crash; india air crash; india plane crash; ahmedabad; 2025; news; guardian; india plane crash today; plane crash; plane crash today; london gatwick; ahmedabad plane crash; ahmedabad crash; plane crash india; india air plane crash; plane crash india today; plane crash ahmedabad; india crash; narendra modi; modi; plane crash in india; air crash today; air crash ahmedabad; gatwick; air india; india; india news; portugal; canada; uk; indian plane crash; crash; the guardian; bang.,6,Air India flight to London Gatwick crashes in Ahmedabad,"crash, plane, plane crash, india, ahmedabad"
Modi; PM Modi Ahmedabad; ahmedabad news; ahmedabad plane crash; ahmedabad plane crash news; ahmedabad plane crash today; air india crash ahmedabad; air india plane crash; gujarat plane crash; passenger plane crash ahmedabad; plane crash; plane crash ahmedabad; plane crash in ahmedabad; plane crash in ahmedabad airport; plane crash in ahmedabad live updates; plane crash news; pm modi crash site; pm modi news; pm modi plane crash; pm modi speech.,6,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","crash, plane, plane crash, india, ahmedabad"
news; latest news; india news; news today; today news; ani news; news latest; top news; big news; hindi news; headlines; english news; breaking news; morning news; fast news; news india; trending news; news bulletin; world news; south asia news; international news; news9 live streaming; live stream; news9; ahmedabad; plane crash; plane crash in ahmebadad; gujrat; air india plane crash;,6,Ahmedabad Plane Crash | Air India Plane crash in Ahmedabad | News9 | LIVE,"crash, plane, plane crash, india, ahmedabad"
Hindi News; taja khabar; air india; air india crash; ahmedabad crash; ahmedabad plane crash; air india plane crash; gujarat teen viral airplane crash video; aryan asari airplane crash trauma; ahmedabad plane crash video analysis; aryan asari ahmedabad plane crash; air india planes inspection; boeing 787 inspection; boeing 787 dreamliner inspection; 787 inspection; ahmedabad air india plane crash; plane crash news; air india boeing 787; air india crash vide.,6,Air India Plane Crash  AI171 Crash Video ????? ???? Aryan Asari ?? ???? ?????? | Ahmedabad,"crash, plane, plane crash, india, ahmedabad"
"---

India | Air India | Air India Crash | Plane Crash | Indian Plane Crash | India Plane Crash | Gujarat Plane Crash | Ahmedabad Plane Crash | Plane Accident | Indian Plane Crash | Indian Plane Crash | Firstpost | News Live | World News | Latest News | Global News |",6,Watch: Moment Air India Plane Crashed in Ahmedabad | Subscribe to Firstpost | N18G,"crash, plane, plane crash, india, ahmedabad"
india today; india today news; india today live; indian news live; india news live; english news; english news live; world news; top news; Gujarat plane crash; ahmedabad London flight; ahmedabad airport; ahmedabad plane crash; air india; air india plane; air india plane crash; aircraft crash; boeing 787; crash landing; emergency landing; gujarat crash update; plane crash; plane crash Gujarat; sumit sabarwal pilot; first officer; pilots; air india pilots; Clive Kunder.,6,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"crash, plane, plane crash, india, ahmedabad"
NDTV 24x7; breaking news; current affairs; latest news; live news; ndtv; ndtv live 24x7 english news; top news; gopi_intvw_157251; Air India Flight; Air India Ahmedabad; Ahmedabad Airplane Crash; Air India Ahmedabad Crash; Air India Plane News; Air India Flight News Today; Show= NDTV Digital Originals; category= news; Digital Teaser.,6,Ahmedabad Plane Crash | Air India Cabin Crew's Grieving Family Speaks To NDTV,"crash, plane, plane crash, india, ahmedabad"
Public TV; Public TV Kannada; Kannada news channel; kannada news; HR Ranganath; Public TV Kannada news; Public TV Kannada Live; Air India Plane Crash; air india flight; air india flight crash today; air india flight crash in ahmedabad; air india flight crash news; air india flight crash video; air india flight crash gujarat; vishwas kumar ramesh; air india crash survivor; air india.,6,Ahmedabad Plane Crash: One Survivor Found In Air India Flight | Public TV,"crash, plane, plane crash, india, ahmedabad"
2025; ahmedabad; ahmedabad crash; ai 171; ai171; air india; air india crash; air india flight 171; air india flight crash; air india plane crash; boeing; cctv; dreamliner; flight 171; guardian; india; india crash; india plane crash; india plane crash 2025; india plane crash cctv; indian plane crash; jet plane crash; jumbo; jumbo jet crash; london gatwick; news; plane crash; plane crash cctv; plane crash india; plane crash today; plane crash caught on camera; cctv footage; indian; fly.,6,CCTV footage shows moment Air India plane crashes in Ahmedabad,"crash, plane, plane crash, india, ahmedabad"
Business Standard; BS News; Business News; Financial News; News; Daily News; share market; stock market; share market live; investment; political news; national news; live news; seat 11a survivor; seat 11 a miracle; seat 11 a plane crash; seat 11 a kaise bacha; seat 11 a passenger.,6,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"crash, plane, plane crash, india, ahmedabad"
sonoma; napa; lake county; mendocino; news; local news; sports; dining; bay area; weather; breaking news; entertainment; shopping; information.,6,Wreckage at crash site as Air India flight crashes shortly after take off from Ahmedabad airport,"crash, plane, plane crash, india, ahmedabad"
ahmedabad plane crash; air india plane crash; plane crash in ahmedabad; plane crash; air india crash ahmedabad; gujarat plane crash; ahmedabad plane crash air india; air india plane crash in ahmedabad; air india flight crash ahmedabad; plane crash in ahmedabad airport; ahmedabad plane crash news; ahmedabad plane crash 2025; ahmedabad mein plane crash; air india plane prash; air india crash; plane crash news; air india; ahmedabad gujarat plane crash; india plane crash.,6,Ahmedabad Plane Crash Kills Over 260 People: World Mourns Air India's Major Tragedy | WATCH,"crash, plane, plane crash, india, ahmedabad"
2025; ahmedabad; ai171; air india 171; air india crash; air india flight crash; air india plane crash; air plane crash; boeing; boeing dreamliner; canada; dreamliner; flight; flight 171; gatwick; guardian; india; india air crash; india air plane crash; india crash; india plane crash; india plane crash site; india plane crash today; london gatwick; meghani nagar; news; plane; plane crash; plane crash site; portugal; uk; air india crash site; air india crash today; plane crash today; boeings.,6,Footage shows aftermath at Air India flight 171 crash site,"crash, plane, plane crash, india, ahmedabad"
air india; ahmedabad plane crash; vijay rupani; plane crash; plane crash ahmedabad; air india crash; air india plane crash; air india flight crash; ahmedabad; news; ahmedabad flight crash; plane crash news; plane crash in ahmedabad; flight crash; air india flight; ai 171; ahmedabad news; air india news; ai171; ahmedabad plane crash today; plane crash today; ahmedabad flight; latest news; air india crash today; news today.,6,Ahmedabad Plane Crash | One Survivor Found | Air India Plane Crash | News9,"crash, plane, plane crash, india, ahmedabad"
ahmedabad plane; ahmedabad plane crash; ahmedabad plane crash news; ahmedabad plane crash live; ahmedabad mein plane crash; ahmedabad plane crash news today; gujarat plane crash; gujarat plane crash news; gujarat plane crash video; gujarat plane crash hadsa; ahmedabad news; ahmedabad news live; ahmedabad flight news today; ahmedabad flight crash; air india plane crash; air india plane crash today; air india plane crash news; gujarati news live; gujarat news plane crash.,6,Moment When Air India Dreamliner Crashed | Ahmedabad plane crash | Exact Moment Plane Crashed,"crash, plane, plane crash, india, ahmedabad"
Air India plane crash 2025; AI 171 crash Ahmedabad; Meghaninagar plane crash; Air India flight AI 171 accident; Ahmedabad airport crash May 12; Air India news today; plane crash India 2025; aviation accident India; Air India emergency landing; Air India crash fire; breaking news India; Gujarat flight crash; Air India London flight crash; latest aviation news India; ahmedabad plane crash; gujarat plane crash; air india plane crash.,6,Air India Flight crashes near Ahmedabad airport #ahmedabadplanecrash,"crash, plane, plane crash, india, ahmedabad"
| N18L. Ahmedabad plane crash Air India; Ahmedabad airport accident today; Air India flight crash Ahmedabad; passenger plane crash Ahmedabad; Ahmedabad aviation incident; latest news Ahmedabad plane accident; casualties Ahmedabad plane crash; 242 passengers in Ahmedabad plane crash; exclusive footage Ahmedabad plane accident; Air India plane fell; airport accident Ahmedabad; plane crash news; ahmedabad news; plane crash today.,6,Ahmedabad Plane Crash LIVE Updates | Air India Flight Going To London Crashes | Plane Crash | N18L,"crash, plane, plane crash, india, ahmedabad"
moneycontrol; moneycontrol live; live news; breaking news; arnab debates; debate with arnab; arnab goswami; gujarat news; ahmedabad news; ahmedabad plane crash; gujarat plane crash; air india plane crash; pm modi live; amit shah live; ahmedabad latest news; gujarat police; gujarat airport; ahmedabad airport; plane crash live; air india's plane crash live; shocking plane crash live; live tv; india news; latest news; trending news; kutch; ghoda camp.,6,Plane Crash in Ahmedabad Live:Air India Flight To London Crashes Moments After Take-Off In Ahmedabad,"crash, plane, plane crash, india, ahmedabad"
Modi | Narendra Modi | India | Air India | Air India Crash | Plane Crash | Indian Plane Crash | India Plane Crash | Gujarat Plane Crash | Ahmedabad Plane Crash | Plane Accident | Indian Plane Crash | Indian Plane Crash | Firstpost Spotlight,6,"Ahmedabad: PM Modi Visits Air India Boeing-787 Plane Crash Site, Meets Survivor | Spotlight | N18G","crash, plane, plane crash, india, ahmedabad"
"https://bit.ly/3EPZ6xF
R.Explained ?",5,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"explained, https, com, com playlist, express"
It's Complicated ?,5,"At least one survivor from Air India plane crash, Ahmedabad police say","explained, https, com, com playlist, express"
"Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
??",5,The Moment an Air India Flight Crashed Near Ahmedabad Airport,"explained, https, com, com playlist, express"
"Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
??",5,The Moment an Air India Flight Crashed Near Ahmedabad Airport,"explained, https, com, com playlist, express"
"Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
??",5,Air India Ahmedabad Crash Veteran NTSB Investigator Greg Feith On What Videos Reveal,"explained, https, com, com playlist, express"
"Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
??",5,Air India Ahmedabad Crash Veteran NTSB Investigator Greg Feith On What Videos Reveal,"explained, https, com, com playlist, express"
It's Complicated ?,5,Smoke rises above Ahmedabad in first images from Air India plane crash,"explained, https, com, com playlist, express"
"Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
??",5,"Air India Crash: The 6 Crew Members India Lost: Stories of Service, Dreams & Sacrifice","explained, https, com, com playlist, express"
"Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
??",5,"Air India Crash: The 6 Crew Members India Lost: Stories of Service, Dreams & Sacrifice","explained, https, com, com playlist, express"
"Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
??",5,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","explained, https, com, com playlist, express"
"Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
??",5,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","explained, https, com, com playlist, express"
It's Complicated ?,5,CCTV footage shows moment Air India plane crashes in Ahmedabad,"explained, https, com, com playlist, express"
It's Complicated ?,5,Footage shows aftermath at Air India flight 171 crash site,"explained, https, com, com playlist, express"
"Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
??",5,Moment When Air India Dreamliner Crashed | Ahmedabad plane crash | Exact Moment Plane Crashed,"explained, https, com, com playlist, express"
"Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
??",5,Moment When Air India Dreamliner Crashed | Ahmedabad plane crash | Exact Moment Plane Crashed,"explained, https, com, com playlist, express"
"The show is anchored by Palki Sharma, Managing Editor, Firstpost.",4,Boeing in Hot Water After Air India Plane Crash; Black Box Recovered | Vantage With Palki Sharma,"firstpost, channel, com, https, follow"
"https://www.youtube.com/@Firstpost
 
Follow Firstpost on Instagram:
https://www.instagram.com/firstpost/

Follow Firstpost on Facebook:
https://www.facebook.com/firstpostin/

Follow Firstpost on Twitter:
https://twitter.com/firstpost

Follow Firstpost on WhatsApp:
https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",4,Boeing in Hot Water After Air India Plane Crash; Black Box Recovered | Vantage With Palki Sharma,"firstpost, channel, com, https, follow"
"The show is anchored by Palki Sharma, Managing Editor, Firstpost.",4,"Air India Plane Crash LIVE: 265 Dead, Boeing Dreamliner's Black Box Recovered | Palki Sharma | N18G","firstpost, channel, com, https, follow"
"https://www.youtube.com/@Firstpost
 
Follow Firstpost on Instagram:
https://www.instagram.com/firstpost/

Follow Firstpost on Facebook:
https://www.facebook.com/firstpostin/

Follow Firstpost on Twitter:
https://twitter.com/firstpost

Follow Firstpost on WhatsApp:
https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",4,"Air India Plane Crash LIVE: 265 Dead, Boeing Dreamliner's Black Box Recovered | Palki Sharma | N18G","firstpost, channel, com, https, follow"
Subscribe to Firstpost channel and press the bell icon to get notified when we go live.,4,Watch: Moment Air India Plane Crashed in Ahmedabad | Subscribe to Firstpost | N18G,"firstpost, channel, com, https, follow"
"https://www.youtube.com/@Firstpost

Follow Firstpost on Instagram:
https://www.instagram.com/firstpost/ 

Follow Firstpost on Facebook:
https://www.facebook.com/firstpostin/ 

Follow Firstpost on Twitter:",4,Watch: Moment Air India Plane Crashed in Ahmedabad | Subscribe to Firstpost | N18G,"firstpost, channel, com, https, follow"
"https://twitter.com/firstpost

Follow Firstpost on WhatsApp:
https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",4,Watch: Moment Air India Plane Crashed in Ahmedabad | Subscribe to Firstpost | N18G,"firstpost, channel, com, https, follow"
Subscribe to Firstpost channel and press the bell icon to get notified when we go live.,4,"Ahmedabad: PM Modi Visits Air India Boeing-787 Plane Crash Site, Meets Survivor | Spotlight | N18G","firstpost, channel, com, https, follow"
"https://www.youtube.com/@Firstpost

Follow Firstpost on Instagram:
https://www.instagram.com/firstpost/ 

Follow Firstpost on Facebook:
https://www.facebook.com/firstpostin/ 

Follow Firstpost on Twitter:",4,"Ahmedabad: PM Modi Visits Air India Boeing-787 Plane Crash Site, Meets Survivor | Spotlight | N18G","firstpost, channel, com, https, follow"
"https://twitter.com/firstpost

Follow Firstpost on WhatsApp:
https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",4,"Ahmedabad: PM Modi Visits Air India Boeing-787 Plane Crash Site, Meets Survivor | Spotlight | N18G","firstpost, channel, com, https, follow"
"You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.",3,The Moment an Air India Flight Crashed Near Ahmedabad Airport,"express, indian, indian express, com, https"
"The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:",3,The Moment an Air India Flight Crashed Near Ahmedabad Airport,"express, indian, indian express, com, https"
"You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.",3,Air India Ahmedabad Crash Veteran NTSB Investigator Greg Feith On What Videos Reveal,"express, indian, indian express, com, https"
"The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:",3,Air India Ahmedabad Crash Veteran NTSB Investigator Greg Feith On What Videos Reveal,"express, indian, indian express, com, https"
"You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.",3,"Air India Crash: The 6 Crew Members India Lost: Stories of Service, Dreams & Sacrifice","express, indian, indian express, com, https"
"The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:",3,"Air India Crash: The 6 Crew Members India Lost: Stories of Service, Dreams & Sacrifice","express, indian, indian express, com, https"
"You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.",3,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","express, indian, indian express, com, https"
"The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:",3,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","express, indian, indian express, com, https"
"You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.",3,Moment When Air India Dreamliner Crashed | Ahmedabad plane crash | Exact Moment Plane Crashed,"express, indian, indian express, com, https"
"The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:",3,Moment When Air India Dreamliner Crashed | Ahmedabad plane crash | Exact Moment Plane Crashed,"express, indian, indian express, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean? | What Is A Black Box?,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India Today,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,"LIVE: Black Box Recovered, Air India Plane Crash Investigation Begins | Ahmedabad Plane Crash News","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,Shocking Video: 2nd Video Of Ahmedabad Air India Flight Crash Seconds After Takeoff | India Today,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,Lone survivor of Air India 171 Crash Recounts Miraculous Escape | Ahmedabad Plane Crash,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash News LIVE | Air India Airplane Crash In Ahmedabad | Ahmedabad Airplane Crash,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"com indiatoday, indiatoday, facebook, com, https"
"Twitter: https://twitter.com/the_hindu 
Instagram: https://www.instagram.com/the_hindu/",2,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash News Live Updates: Air India CEO Campbell Wilson Briefing | Air India Crash,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Ahmedabad Plane Crash LIVE: Aviation Expert Captain Steve Discusses Theories Behind Air India Crash,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,"Air India Boeing 787-8 Dreamliner Crashes In Ahmedabad: Over 200 Dead, One Miracle Survivor Emerges","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,Aviation Ministry Press Briefing On  Ahmedabad Plane Crash  LIVE | Air India Plane Crash Updates,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,How Air India Flight Crashed Just After Take Off | Plane Crash | Ahmedabad | India Today,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,"Ahmedabad Plane Crash Survivor News Live | Air India Confirms 241 Passengers Killed, Only 1 Survivor","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",2,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","com indiatoday, indiatoday, facebook, com, https"
"https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",2,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"com indiatoday, indiatoday, facebook, com, https"
"For more Bollywood, news and sports videos subscribe here: http://bit.ly/2KUYCyq

Facebook:  https://www.facebook.com/middayindia
Twitter:  https://twitter.com/mid_day
Instagram: https://www.instagram.com/middayindia",2,Ahmedabad Plane Crash Kills Over 260 People: World Mourns Air India's Major Tragedy | WATCH,"com indiatoday, indiatoday, facebook, com, https"
"Twitter: https://twitter.com/the_hindu 
Instagram: https://www.instagram.com/the_hindu/",2,Air India Flight crashes near Ahmedabad airport #ahmedabadplanecrash,"com indiatoday, indiatoday, facebook, com, https"
"India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more.",1,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean? | What Is A Black Box?,"auto, auto technology, latest news, lifestyle auto, lot"
"India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more.",1,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India Today,"auto, auto technology, latest news, lifestyle auto, lot"
"India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more.",1,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"auto, auto technology, latest news, lifestyle auto, lot"
